Entry	Gene names  (ordered locus )
P11412	YNL241C
P32527	YGR285C
P38230	YBR046C
P34240	YKL175W
Q12436	YLR130C
P32804	YGL255W
P40021	YER033C
P53735	YNR039C
P20107	YMR243C
Q12512	YOL154W
P53303	YGR211W
P53061	YGL249W
P31111	YDR285W
P42844	YNL310C
Q08245	YOL109W
P54786	YML109W
P50111	YMR273C
P47043	YJL056C
Q02256	YIR026C
Q12324	YOR087W
P26725	YJL139C
P35127	YJR099W
P53584	YNL237W
Q12024	YOR272W
Q06102	YPR107C
P40340	YGR270W
P40328	YPL074W
P40341	YMR089C
P38374	YBR162W-A
P38280	YBR148W
P23501	YKR053C
P25036	YOR003W
Q06681	YDR326C
Q06224	YLR277C
P0C074	YNL138W-A
P32793	YHR016C
P32792	YHR017W
Q01976	YBR111C
Q12172	YOR162C
P38079	YBR054W
Q12340	YOR172W
P0CX22	YOR396W
P0CX15	YPL283C
P53819	YNL339C
P0CX21	YLR467W
O13559	YLR466W
P0CX14	YGR296W
P40105	YER190W
P0CX20	YDR545W
P53107	YGL164C
P40517	YIL063C
P41920	YDR002W
P36036	YKL214C
Q12159	YDR381W
P32939	YML001W
Q99260	YLR262C
P36019	YNL093W
P36018	YKR014C
P38815	YHR105W
P51996	YGL210W
P38555	YER031C
P48559	YNL304W
P38146	YBR264C
P01123	YFL038C
Q06325	YDR349C
P40583	YIR039C
P53057	YGL259W
Q12303	YLR121C
P32329	YLR120C
Q08995	YPR204W
P0CX98	YPR204C-A
Q08994	YPR203W
Q08993	YPR202W
Q06595	YPR196W
Q06594	YPR195C
Q06616	YPR174C
Q06608	YPR172W
P0C5R9	YPR170W-B
P0C5S1	YPR160W-A
Q8TGQ7	YPR159C-A
Q06537	YPR153W
Q06523	YPR148C
Q06522	YPR147C
Q2V2P0	YPR145C-A
Q06494	YPR127W
Q06116	YPR117W
Q06107	YPR114W
Q06104	YPR109W
Q3E7B3	YPR108W-A
Q12458	YDR368W
Q06089	YPR098C
Q06839	YPR097W
O13587	YPR096C
Q06833	YPR091C
O13585	YPR089W
Q06821	YPR084W
Q06813	YPR078C
Q12346	YPR071W
Q12492	YPR064W
Q12160	YPR063C
Q6Q5F3	YPR053C
Q12079	YPR027C
Q12139	YPR022C
Q12531	YPR015C
Q6B0W2	YPR014C
Q12145	YPR013C
Q12251	YPR011C
A5Z2X5	YPR010C-A
P53394	YPR003C
Q06328	YDR352W
Q12010	YOL092W
P46951	YGR198W
P0CX97	YPL283W-B
Q08990	YPL278C
Q08989	YPL277C
Q08984	YPL272C
Q08980	YPL264C
Q08976	YPL261C
Q08977	YPL260W
Q08974	YPL257W
Q12523	YPL247C
Q12179	YPL245W
Q99395	YPL229W
Q08971	YPL225W
Q08964	YPL216W
Q08954	YPL199C
Q08930	YPL191C
Q12042	YPL162C
Q8TGR9	YPL152W-A
Q12152	YPL150W
Q3E751	YPL119C-A
Q02961	YPL113C
Q02981	YPL109C
Q02872	YPL108W
Q02873	YPL107W
Q02826	YPL080C
Q02831	YPL077C
P40323	YPL073C
Q02864	YPL071C
Q02749	YPL068C
Q02754	YPL067C
Q12194	YPL066W
Q02781	YPL062W
Q03080	YPL039W
Q3E7B4	YPL038W-A
Q03083	YPL034W
Q02606	YPL014W
Q12697	YOR291W
P38070	YBR028C
P18961	YMR104C
P12688	YKL126W
P43587	YFR003C
Q07688	YDL235C
P38298	YBR183W
P34161	YML027W
Q99220	YDR057W
Q3E834	YER074W-A
Q8TGJ0	YOR394C-A
Q08912	YOR389W
Q08910	YOR387C
Q08909	YOR385W
Q3E804	YOR381W-A
Q08902	YOR378W
Q3E805	YOR376W-A
Q08900	YOR376W
Q08844	YOR365C
Q08816	YOR352W
Q12484	YOR343C
Q12182	YOR342C
Q99326	YOR338W
Q3E806	YOR316C-A
Q12506	YOR314W
O14468	YOR304C-A
P08521	YOR302W
Q08748	YOR296W
Q3E7Y7	YOR293C-A
Q08743	YOR292C
Q12012	YOR289W
Q12040	YOR283W
Q08734	YOR268C
Q08634	YOR238W
Q12015	YOR223W
Q12282	YOR214C
Q3E736	YOR192C-C
Q08560	YOR186W
Q8TGS0	YOR161C-C
Q12486	YOR131C
Q12219	YOR114W
Q99210	YOR111W
Q08504	YOR105W
P53049	YGR281W
Q12274	YOR097C
Q12275	YOR093C
Q3E832	YOR072W-B
Q08486	YOR072W
P36025	YOR062C
Q08448	YOR059C
Q3E735	YOR034C-A
Q8TGS1	YOR032W-A
Q12243	YOR029W
Q12204	YOR022C
Q3E824	YOR020W-A
Q99248	YOR019W
Q12169	YOR015W
Q12351	YOR012W
Q3E807	YOR011W-A
Q3E7B9	YOR008C-A
Q12402	YPR028W
Q8TGJ1	YOL166W-A
Q3E7A5	YOL164W-A
P0CF20	YOL163W
P0CF19	YOL162W
Q08321	YOL160W
Q3E769	YOL159C-A
Q08300	YOL159C
Q3E7Y8	YOL155W-A
Q08270	YOL131W
Q08259	YOL118C
Q12322	YOL114C
Q12239	YOL107W
Q12496	YOL098C
Q3E7Y9	YOL097W-A
Q99247	YOL087C
Q99345	YOL085C
P0C5R4	YOL083C-A
Q08234	YOL075C
Q08232	YOL073C
Q08225	YOL057W
Q3E7Z9	YOL038C-A
Q08206	YOL036W
Q08187	YOL029C
Q08172	YOL024W
Q8TGS2	YOL019W-A
Q08157	YOL019W
Q08110	YOL014W
P0C272	YOL013W-A
P53758	YNR077C
Q8TGJ2	YNR075C-A
P0CX09	YNR073C
P53757	YNR071C
P53754	YNR068C
P53752	YNR066C
P53751	YNR065C
P53750	YNR064C
P53749	YNR063W
P53748	YNR062C
P53747	YNR061C
P53740	YNR048W
P53736	YNR040W
Q3E841	YNR034W-A
P53729	YNR029C
P53723	YNR021W
P53719	YNR014W
P42840	YNL320W
Q3E7Z0	YNL277W-A
P53852	YNL247W
P53857	YNL234W
P40152	YNL217W
P40159	YNL208W
P40165	YNL200C
P40166	YNL198C
P40168	YNL195C
P40169	YNL194C
P53870	YNL193W
P53872	YNL190W
P53876	YNL184C
P53878	YNL181W
P53891	YNL165W
Q3E7A8	YNL162W-A
P53906	YNL146W
Q3E7Z1	YNL146C-A
P53907	YNL144C
P53908	YNL143C
P53910	YNL140C
P53912	YNL134C
P53921	YNL122C
P53925	YNL115C
P53929	YNL108C
P0C271	YNL097C-B
P53932	YNL095C
P53934	YNL092W
Q3E767	YNL067W-B
P53947	YNL058C
P53952	YNL050C
P53956	YNL046W
Q3E7Z2	YNL042W-B
P53960	YNL040W
P53962	YNL035C
P53963	YNL034W
P53964	YNL033W
P53975	YNL019C
P53976	YNL018C
P53980	YNL011C
P53981	YNL010W
P36010	YKL067W
P38806	YHR090C
Q08465	YOR064C
P40009	YER005W
Q04898	YMR321C
Q04897	YMR320W
Q04893	YMR317W
I2HB70	YMR316C-A
Q8TGS4	YMR315W-A
Q04869	YMR315W
Q04867	YMR310C
P19955	YFR049W
Q03559	YMR295C
Q03263	YMR279C
Q8TGS5	YMR272W-B
Q03508	YMR265C
P38430	YMR262W
Q04838	YMR254C
Q04835	YMR253C
Q04814	YMR252C
Q3E782	YMR247W-A
Q04018	YMR244W
Q8TGS6	YMR242W-A
Q3E7B5	YMR230W-A
Q05016	YMR226C
Q03649	YMR210W
Q03648	YMR209C
Q03695	YMR206W
Q04336	YMR196W
Q03236	YMR187C
Q8TGS7	YMR182W-A
Q03231	YMR181C
Q03219	YMR178W
Q3E766	YMR175W-A
Q03829	YMR166C
Q03823	YMR160W
Q3E843	YMR158C-A
Q03795	YMR155W
P40218	YMR147W
P40214	YMR144W
P40211	YMR141C
P40207	YMR134W
Q04223	YMR130W
P39523	YMR124W
Q3E842	YMR122W-A
Q03879	YMR122C
Q04471	YMR114C
Q04461	YMR111C
Q8TGS8	YMR105W-A
Q04436	YMR103C
Q03177	YMR102C
P47147	YJR110W
Q03161	YMR099C
Q04304	YMR090W
Q04299	YMR087W
P0CF18	YMR085W
A2P2R3	YMR084W
Q04276	YMR082C
Q04773	YMR074C
Q05131	YMR034C
Q3E760	YMR030W-A
Q04371	YMR027W
Q04364	YMR018W
P0C5Q3	YMR013C-A
Q03687	YMR010W
Q03675	YMR007W
Q8TGS9	YMR001C-A
P51998	YML025C
Q03099	YML133C
Q03102	YML131W
Q03207	YML122C
Q03208	YML119W
Q03759	YML108W
Q8TGT0	YML100W-A
Q04489	YML096W
Q04526	YML083C
Q04533	YML082W
Q03629	YML079W
Q3E809	YML054C-A
Q04978	YML053C
Q03703	YML037C
Q03722	YML020W
Q03730	YML018C
Q3E7A6	YML007C-A
P0CF16	YML003W
P0CF17	YML002W
P32843	YMR302C
P32795	YPR024W
Q03697	YML038C
P38087	YBR104W
P32331	YPR058W
P0CX17	YLR464W
O13556	YLR462W
P54007	YLR460C
Q06199	YLR456W
Q06188	YLR455W
Q06204	YLR446W
Q06409	YLR422W
Q06698	YLR419W
O13578	YLR415C
Q06689	YLR413W
Q3E742	YLR412C-A
Q06070	YLR407W
Q8TGT1	YLR406C-A
Q7LIF2	YLR365W
P0C5Q1	YLR364C-A
Q3E747	YLR363W-A
Q3E795	YLR361C-A
O13565	YLR358C
Q06479	YLR352W
Q06139	YLR346C
Q06137	YLR345W
Q3E810	YLR342W-A
Q06170	YLR326W
Q3E825	YLR307C-A
O13544	YLR302C
Q05899	YLR297W
Q05898	YLR296W
Q05881	YLR287C
Q3E771	YLR285C-A
Q05867	YLR283W
Q05863	YLR281C
Q05854	YLR278C
Q06152	YLR271W
Q3E732	YLR264C-A
Q06146	YLR257W
O13574	YLR255C
A0A023PZG4	YLR236C
Q05948	YLR225C
Q05947	YLR224W
Q05777	YLR194C
Q06252	YLR179C
Q06251	YLR177W
Q06247	YLR173W
P0C5P6	YLR163W-A
Q06235	YLR162W
P0CE98	YLR161W
P0CE97	YLR159W
P0CY05	YLR159C-A
P0CF00	YLR157W-E
P0CE99	YLR157W-D
P0CY04	YLR157C-C
P0CE96	YLR156W
P0CY03	YLR156C-A
P0CY02	YLR154C-H
Q3E813	YLR154C-G
P54072	YLR152C
Q99296	YLR149C
Q2V2P1	YLR146W-A
Q12288	YLR126C
Q12138	YLR125W
Q12312	YLR122C
Q12354	YLR118C
Q12130	YLR112W
Q12528	YLR111W
Q12259	YLR108C
Q3E798	YLR099W-A
Q12026	YLR053C
Q12155	YLR050C
Q12110	YLR049C
Q12253	YLR046C
Q07990	YLR042C
Q07988	YLR040C
Q07986	YLR036C
Q07978	YLR031W
Q07967	YLR030W
Q07927	YLR012C
Q07895	YLR001C
P0CY01	YLL067W-A
Q07888	YLL067C
Q8TGJ7	YLL066W-B
P0CY00	YLL066W-A
Q99208	YLL066C
Q12198	YLL058W
Q12177	YLL056C
Q12244	YLL054C
P0CD98	YLL053C
Q07834	YLL032C
Q07799	YLL007C
Q3E814	YLL006W-A
Q06493	YPR125W
P38746	YHL014C
Q04437	YMR106C
P32807	YMR284W
P36015	YKL196C
P0CE69	YKR104W
P36158	YKR078W
P36155	YKR075C
P36153	YKR073C
P36151	YKR070W
P36142	YKR051W
P36138	YKR045C
P36134	YKR041W
P36127	YKR032W
P36119	YKR023W
P36114	YKR018C
P36111	YKR015C
Q02209	YKR011C
Q02203	YKR005C
P35995	YKL222C
P34231	YKL187C
Q3E765	YKL183C-A
P36052	YKL162C
P36059	YKL151C
P0C5P3	YKL145W-A
P36066	YKL133C
P34251	YKL107W
Q3E7A0	YKL106C-A
P34249	YKL102C
P0C5P2	YKL100W-A
P34248	YKL100C
P34245	YKL097C
Q8TGT2	YKL096C-B
P33324	YKL091C
P36081	YKL077W
P36083	YKL075C
P36086	YKL071W
P36087	YKL070W
P36088	YKL069W
Q3E826	YKL068W-A
Q2V2P2	YKL065W-A
P35725	YKL063C
P35736	YKL050C
P36092	YKL044W
Q86ZR7	YKL033W-A
P36103	YKL023W
Q2V2P3	YKL023C-A
Q3E7A7	YKL018C-A
P40544	YIL023C
P52553	YLR200W
P28321	YKL094W
P28320	YKL095W
P47181	YJR154W
Q3E775	YJR151W-A
P47177	YJR149W
P47174	YJR146W
P47173	YJR142W
P47172	YJR141W
P47162	YJR128W
P47159	YJR124C
P47157	YJR120W
P47152	YJR115W
Q3E743	YJR112W-A
P47148	YJR111C
P47145	YJR107W
P0CT86	YJR107C-A
P47139	YJR098C
P47137	YJR096W
P47131	YJR085C
P47126	YJR079W
P40355	YJR061W
P47115	YJR056C
P47114	YJR054W
P47107	YJR039W
P47101	YJR030C
P47090	YJR015W
P47087	YJR012C
P47086	YJR011C
P47085	YJR008W
P40889	YJL225C
P40892	YJL218W
P40896	YJL213W
P39529	YJL206C
P0C5P0	YJL197C-A
P39542	YJL193W
P46987	YJL181W
P46992	YJL171C
P46996	YJL163C
P47009	YJL144W
Q3E801	YJL136W-A
Q3E7A3	YJL133C-A
P47014	YJL132W
Q3E828	YJL127C-B
P47022	YJL118W
P42947	YJL107C
Q8TGT3	YJL077W-B
Q8TGN3	YJL077W-A
P40361	YJL070C
P40363	YJL068C
P47044	YJL055W
Q3E837	YJL052C-A
P47048	YJL049W
Q3E737	YJL047C-A
P47052	YJL045W
P47053	YJL043W
P47062	YJL028W
P47063	YJL027C
P47072	YJL016W
P47078	YJL009W
P47080	YJL007C
P40586	YIR042C
P40579	YIR035C
Q3E739	YIR021W-A
P40575	YIR020C
Q3E7Z3	YIR018C-A
P40572	YIR016W
P40570	YIR014W
P40566	YIR007W
P53108	YGL161C
P53093	YGL198W
P53633	YNL044W
P53039	YGR172C
P28625	YMR152W
P40434	YIL177C
P40442	YIL169C
P40445	YIL166C
P40446	YIL165C
P40448	YIL163C
P40449	YIL161W
Q2V2P4	YIL156W-B
P40455	YIL152W
Q45U18	YIL134C-A
